CustomerID,Country,State,City,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason
9462-MJUAW,United States,California,Berkeley,37.897743,-122.263124,male,No,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.4,206.6,yes,1,92,4399.0,service dissatisfaction
9465-RWMXL,United States,California,Westmorland,33.03679,-115.60503,male,No,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,2447.95,yes,1,90,5949.0,competitor offered higher download speeds
9467-ROOLM,United States,California,Gridley,39.346898,-121.759537,female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,no,0,65,2692.0,unknown
9469-WEJBT,United States,California,Carnelian Bay,39.227434,-120.091806,male,No,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.35,3419.3,no,0,76,3347.0,unknown
9470-RTWDV,United States,California,Tustin,33.738543,-117.785046,male,No,Yes,Yes,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,2083.1,no,0,43,3973.0,unknown
9470-XCCEM,United States,California,Torrance,33.867257,-118.330794,male,No,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.65,3161.6,no,0,34,2622.0,unknown
9470-YFUYI,United States,California,Redway,40.142256,-123.852927,male,Yes,Yes,No,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.0,5012.1,no,0,55,5247.0,unknown
9473-CBZOP,United States,California,Avila Beach,35.186644,-120.728305,female,No,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,59.0,1654.45,no,0,67,4891.0,unknown
9474-PHLYD,United States,California,Sherman Oaks,34.146957,-118.432138,female,No,No,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,892.65,yes,1,68,5129.0,network reliability
9475-NNDGC,United States,California,Etna,41.405193,-123.008567,male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.15,7953.25,no,0,75,4068.0,unknown
9477-LGWQI,United States,California,Darwin,36.319181,-117.593053,male,No,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.15,5600.15,no,0,70,5715.0,unknown
9479-HYNYL,United States,California,La Jolla,32.853743,-117.25034,female,No,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,5705.05,no,0,24,5617.0,unknown
9480-BQJEI,United States,California,Sacramento,38.691607,-121.602284,male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,5731.45,no,0,58,6468.0,unknown
9481-IEBZY,United States,California,Nuevo,33.82769,-117.102244,male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.9,8061.5,no,0,29,5569.0,unknown
9481-SFCQY,United States,California,Bass Lake,37.458367,-119.345011,female,No,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.8,824.85,no,0,51,5962.0,unknown
9481-WHGWY,United States,California,Pleasanton,37.685052,-121.912061,female,No,Yes,Yes,70,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.35,5437.75,no,0,64,6477.0,unknown
9483-GCPWE,United States,California,Earp,34.137742,-114.36514,male,No,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,no,0,20,3444.0,unknown
9488-FVZCC,United States,California,Rialto,34.109775,-117.378904,female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),79.5,5661.7,no,0,78,4390.0,unknown
9488-FYQAU,United States,California,Artesia,33.867593,-118.080637,female,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.25,6841.4,no,0,78,5700.0,unknown
9488-HGMJH,United States,California,Indian Wells,33.537646,-116.291089,female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,71.15,yes,1,85,5287.0,competitor made better offer
9489-DEDVP,United States,California,Los Angeles,33.952714,-118.292061,female,No,Yes,No,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,no,0,25,4715.0,unknown
9489-JMTTN,United States,California,Hickman,37.605926,-120.69955,female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6595.9,no,0,60,5096.0,unknown
9489-UTFKA,United States,California,Travis Afb,38.265899,-121.939461,male,Yes,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,551.95,no,0,27,2136.0,unknown
9490-DFPMD,United States,California,Tahoma,39.061227,-120.179546,female,Yes,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.65,3541.35,yes,1,76,4871.0,extra data charges
9492-TOKRI,United States,California,Dinuba,36.523619,-119.386868,female,No,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.0,1527.35,yes,1,97,2708.0,price too high
9494-BDNNC,United States,California,Los Angeles,34.046174,-118.446333,male,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.3,6273.4,no,0,49,5706.0,unknown
9494-MRNYX,United States,California,Meadow Valley,39.937017,-121.058043,male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.05,786.3,no,0,23,3399.0,unknown
9495-REDIY,United States,California,Calexico,32.690654,-115.431225,male,No,No,Yes,25,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.65,970.55,no,0,29,5079.0,unknown
9495-SKLKD,United States,California,Marysville,39.19514,-121.503883,male,No,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,no,0,63,5322.0,unknown
9496-IVVRP,United States,California,Lake Elsinore,33.705836,-117.318204,female,No,Yes,Yes,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.0,581.7,no,0,49,5777.0,unknown
9497-QCMMS,United States,California,Escondido,33.21846,-117.116916,male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,yes,1,81,5536.0,competitor made better offer
9498-FIMXL,United States,California,Oceanside,33.351059,-117.420557,female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.2,161.95,no,0,40,5272.0,unknown
9499-XPZXM,United States,California,Burnt Ranch,40.854512,-123.450097,female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),64.75,4804.75,no,0,30,4675.0,unknown
9500-IWPXQ,United States,California,West Sacramento,38.627951,-121.593287,female,No,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.4,4820.55,no,0,74,4666.0,unknown
9500-LTVBP,United States,California,Rancho Palos Verdes,33.753146,-118.367459,female,No,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.05,2835.9,no,0,31,3999.0,unknown
9500-WBGRP,United States,California,Danville,37.815459,-121.977203,male,No,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.1,1268.85,no,0,31,4535.0,unknown
9501-UKKNL,United States,California,Diamond Bar,33.992416,-117.807874,male,No,No,No,59,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.7,3005.8,no,0,30,6107.0,unknown
9503-XJUME,United States,California,Bolinas,37.943087,-122.72379,male,No,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.65,928.4,no,0,34,4279.0,unknown
9504-DSHWM,United States,California,Litchfield,40.507272,-120.338228,male,No,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,no,0,58,5924.0,unknown
9504-YAZWB,United States,California,Mountain Center,33.638645,-116.55783,female,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,1048.45,no,0,79,4218.0,unknown
9505-SQFSW,United States,California,Tehachapi,35.073777,-118.652112,female,No,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.3,92.5,no,0,65,5651.0,unknown
9506-UXUSK,United States,California,San Jose,37.350284,-121.852855,male,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,931.75,no,0,30,4599.0,unknown
9507-EXLTT,United States,California,Seaside,36.625114,-121.823565,female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,yes,1,77,3492.0,attitude of support person
9507-HSMMZ,United States,California,Thousand Oaks,34.191842,-118.822796,male,No,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,1149.65,no,0,41,6094.0,unknown
9508-ILZDG,United States,California,Dillon Beach,38.24458,-122.956268,female,Yes,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.35,3190.25,no,0,32,5425.0,unknown
9509-MPYOD,United States,California,Newcastle,38.883224,-121.15918,female,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,700.45,no,0,67,4261.0,unknown
9512-PHSMG,United States,California,Merced,37.255637,-120.493537,female,No,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,252.75,no,0,71,4907.0,unknown
9512-UIBFX,United States,California,West Covina,34.061634,-117.893169,male,No,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,yes,1,68,4643.0,don't know
9513-DXHDA,United States,California,Auburn,38.912881,-121.082766,male,No,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,81.7,2212.55,no,0,39,2445.0,unknown
9514-JDSKI,United States,California,El Monte,34.074492,-118.01462,male,Yes,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2,yes,1,65,5828.0,limited range of services
9518-IMLHK,United States,California,Sacramento,38.53508,-121.444144,male,No,No,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.45,2156.25,no,0,77,3175.0,unknown
9518-RWHZL,United States,California,Penryn,38.859093,-121.182872,female,No,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,6254.2,yes,1,69,5452.0,competitor offered more data
9518-XXBXE,United States,California,Patterson,37.410236,-121.320337,male,Yes,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3,720.45,no,0,41,4254.0,unknown
9522-BNTHX,United States,California,Caliente,35.358953,-118.527064,female,Yes,No,No,34,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.25,1765.95,no,0,32,5597.0,unknown
9522-ZSINC,United States,California,Santa Rosa,38.468893,-122.580539,male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.95,253.8,no,0,24,2252.0,unknown
9524-EGPJC,United States,California,Walnut Creek,37.862128,-122.075197,female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.1,1612.75,yes,1,80,4260.0,competitor offered higher download speeds
9526-BIHHD,United States,California,San Jose,37.375156,-121.795867,male,No,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.7,29.7,yes,1,74,3383.0,product dissatisfaction
9526-JAWYF,United States,California,Blythe,33.674583,-114.71612,male,No,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,yes,1,71,3452.0,service dissatisfaction
9529-OFXHY,United States,California,Elk Creek,39.53222,-122.594879,male,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.75,1242.2,no,0,61,5415.0,unknown
9530-EHPOH,United States,California,El Cajon,32.785165,-116.862648,male,No,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.75,608.0,yes,1,99,3407.0,competitor had better devices
9530-GRMJG,United States,California,Whittier,34.007353,-118.033683,male,No,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.1,5979.7,no,0,48,5568.0,unknown
9531-NSBMR,United States,California,Mendocino,39.305545,-123.743697,female,No,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.25,679.8,no,0,79,4904.0,unknown
9534-NSXEM,United States,California,Watsonville,36.931654,-121.752383,male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.65,595.5,no,0,79,2194.0,unknown
9537-JALFH,United States,California,Imperial,32.858595,-115.662709,male,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1356.7,no,0,54,6058.0,unknown
9537-VHDTA,United States,California,Corona,33.893823,-117.531446,female,No,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,no,0,51,3699.0,unknown
9540-JYROE,United States,California,Bonita,32.67117,-117.00232,male,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,551.35,yes,1,75,2899.0,competitor offered higher download speeds
9541-PWTWO,United States,California,Willow Creek,40.949012,-123.655847,female,No,No,No,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.95,4233.95,no,0,28,4924.0,unknown
9541-ZPSEA,United States,California,San Andreas,38.196497,-120.61689,male,No,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),80.35,5375.15,no,0,33,5954.0,unknown
9544-PYPSJ,United States,California,El Cajon,32.79697,-116.969082,female,Yes,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.1,6019.35,no,0,37,5868.0,unknown
9546-CQJSU,United States,California,Soda Springs,39.279068,-120.414275,female,No,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4,193.6,yes,1,80,5100.0,competitor had better devices
9546-KDTRB,United States,California,Pasadena,34.139402,-118.128658,female,No,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.7,465.85,no,0,46,3612.0,unknown
9547-ITEFG,United States,California,San Diego,32.741859,-117.090353,male,No,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.6,897.75,no,0,32,4062.0,unknown
9548-LERKT,United States,California,Willows,39.493991,-122.286363,male,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,no,0,34,3455.0,unknown
9548-LIGTA,United States,California,Tustin,33.735802,-117.818805,male,No,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.05,4747.65,no,0,20,4072.0,unknown
9548-ZMVTX,United States,California,Visalia,36.37559,-119.211689,male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),90.45,6565.85,no,0,35,4461.0,unknown
9552-TGUZV,United States,California,Upland,34.141146,-117.655583,male,No,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,658.1,no,0,80,5413.0,unknown
9553-DLCLU,United States,California,Stockton,37.974498,-121.319568,female,No,No,No,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.95,1161.75,no,0,27,5407.0,unknown
9554-DFKIC,United States,California,Villa Park,33.817473,-117.810462,male,No,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,no,0,38,2613.0,unknown
9555-SAHUZ,United States,California,Kernville,35.852892,-118.397782,female,No,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.5,2076.05,no,0,23,5499.0,unknown
9558-IHEZX,United States,California,Litchfield,40.507272,-120.338228,female,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.75,7283.25,no,0,32,5610.0,unknown
9560-ARGQJ,United States,California,Quincy,39.971228,-121.041166,female,No,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,1312.15,yes,1,83,2335.0,product dissatisfaction
9560-BBZXK,United States,California,Whittier,33.960891,-118.032222,female,No,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,no,0,54,4871.0,unknown
9564-KCLHR,United States,California,San Diego,32.71346,-117.236378,male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.25,51.25,yes,1,94,2180.0,product dissatisfaction
9565-AXSMR,United States,California,Greenfield,36.248708,-121.386617,male,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.2,1054.75,no,0,78,4203.0,unknown
9565-DJPIB,United States,California,Vallejo,38.104705,-122.247387,female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,89.6,365.65,yes,1,87,4689.0,network reliability
9565-FLVCG,United States,California,Lamont,35.245035,-118.905553,male,No,Yes,No,65,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,69.55,4459.15,no,0,74,5420.0,unknown
9565-JSNFM,United States,California,Meadow Valley,39.937017,-121.058043,male,No,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,yes,1,82,5437.0,lack of affordable download/upload speed
9570-KYEUA,United States,California,Casmalia,34.866032,-120.536546,male,No,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),99.25,6549.45,no,0,59,5213.0,unknown
9571-EDEBV,United States,California,San Diego,32.802959,-117.027095,male,No,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,no,0,28,5101.0,unknown
9572-MTILT,United States,California,Fullerton,33.877639,-117.961212,male,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.75,6252.9,yes,1,81,4508.0,competitor made better offer
9572-WUKSB,United States,California,South Pasadena,34.110444,-118.156957,male,No,Yes,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.9,92.25,no,0,23,4416.0,unknown
9574-BOSMD,United States,California,Arvin,35.116307,-118.817644,male,No,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.4,1620.2,no,0,72,5668.0,unknown
9574-RKJIF,United States,California,Trabuco Canyon,33.631119,-117.567346,male,No,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,2838.7,yes,1,71,2792.0,competitor offered higher download speeds
9575-IWCAZ,United States,California,Valencia,34.457005,-118.573726,male,No,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.1,171.0,no,0,31,5161.0,unknown
9576-ANLXO,United States,California,Earlimart,35.858054,-119.305858,female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,yes,1,87,2876.0,competitor offered higher download speeds
9576-SYUHJ,United States,California,Long Beach,33.797638,-118.11662,male,No,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,3369.25,no,0,37,3194.0,unknown
9577-WJVCQ,United States,California,West Covina,34.066964,-117.937007,female,No,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45,3687.75,no,0,24,5310.0,unknown
9578-FOMUK,United States,California,Santa Clara,37.393554,-121.965114,male,No,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.8,324.15,no,0,57,3965.0,unknown
9578-VRMNM,United States,California,Summerland,34.420998,-119.60137,female,No,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,yes,1,73,4722.0,attitude of support person
9581-GVBXT,United States,California,Santa Maria,34.818227,-120.418784,male,No,Yes,Yes,59,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,34.8,1980.3,no,0,23,6300.0,unknown
9584-EXCDZ,United States,California,San Francisco,37.773147,-122.411287,female,No,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.5,1165.6,no,0,53,3650.0,unknown
9585-KKMFD,United States,California,San Miguel,35.886767,-120.608661,male,No,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.0,879.8,no,0,60,5743.0,unknown
9586-JGQKH,United States,California,Cathedral City,33.829583,-116.474131,female,No,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.4,6794.75,no,0,24,4512.0,unknown
9588-OZDMQ,United States,California,Tollhouse,36.993666,-119.348267,female,No,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,89.75,no,0,60,5225.0,unknown
9588-YRFHY,United States,California,Santee,32.847336,-116.997605,male,No,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1022.6,no,0,71,5240.0,unknown
9589-ABEPT,United States,California,El Segundo,33.917145,-118.401554,male,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.45,6460.55,no,0,56,4452.0,unknown
9591-YVTEB,United States,California,National City,32.67102,-117.095235,male,Yes,No,No,55,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.85,2479.05,no,0,49,5829.0,unknown
9592-ERDKV,United States,California,Mc Farland,35.666886,-119.186717,male,No,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,79.25,2911.8,no,0,74,2322.0,unknown
9593-CVZKR,United States,California,Los Angeles,34.046174,-118.446333,female,No,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.45,1385.85,no,0,52,5577.0,unknown
9600-NAXZN,United States,California,Los Angeles,34.062125,-118.315709,male,No,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,4528.0,yes,1,79,3370.0,moved
9600-UDOPK,United States,California,San Francisco,37.770533,-122.445121,male,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.05,2866.45,yes,1,68,4095.0,lack of self-service on website
9601-BRXPO,United States,California,San Diego,32.961064,-117.134917,female,No,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,yes,1,66,3642.0,service dissatisfaction
9602-WCXPI,United States,California,Hemet,33.644585,-116.871544,male,No,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.15,989.05,no,0,29,5249.0,unknown
9603-OAIHC,United States,California,Palmdale,34.613476,-118.256358,male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,no,0,51,2469.0,unknown
9605-WGJVW,United States,California,Stockton,37.974498,-121.319568,female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,70.2,no,0,47,2422.0,unknown
9606-PBKBQ,United States,California,Long Beach,33.781086,-118.199049,male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2642.05,yes,1,94,4584.0,attitude of support person
9609-BENEA,United States,California,Chula Vista,32.688506,-116.938632,male,No,Yes,No,35,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,69.0,2441.7,no,0,59,5283.0,unknown
9610-WCESF,United States,California,Sacramento,38.486938,-121.395805,male,No,No,No,67,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,43.9,3097.2,no,0,62,6344.0,unknown
9611-CTWIH,United States,California,Garden Grove,33.786738,-117.982564,female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.45,240.45,yes,1,84,3591.0,competitor made better offer
